capacity_scenario,hour_index,region,capacity_accelerator_hours,capacity_status
central,0,east,4.0,static engineering mechanism scenario; not operator capacity
tight,448,east,2.5,static engineering mechanism scenario; not operator capacity
tight,448,north,1.5,static engineering mechanism scenario; not operator capacity
tight,448,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,448,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,449,east,2.5,static engineering mechanism scenario; not operator capacity
tight,449,north,1.5,static engineering mechanism scenario; not operator capacity
tight,449,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,449,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,450,east,2.5,static engineering mechanism scenario; not operator capacity
tight,450,north,1.5,static engineering mechanism scenario; not operator capacity
tight,450,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,450,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,451,east,2.5,static engineering mechanism scenario; not operator capacity
tight,451,north,1.5,static engineering mechanism scenario; not operator capacity
tight,451,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,451,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,452,east,2.5,static engineering mechanism scenario; not operator capacity
tight,452,north,1.5,static engineering mechanism scenario; not operator capacity
tight,452,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,452,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,453,east,2.5,static engineering mechanism scenario; not operator capacity
tight,453,north,1.5,static engineering mechanism scenario; not operator capacity
tight,453,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,453,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,454,east,2.5,static engineering mechanism scenario; not operator capacity
tight,454,north,1.5,static engineering mechanism scenario; not operator capacity
tight,454,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,454,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,455,east,2.5,static engineering mechanism scenario; not operator capacity
tight,455,north,1.5,static engineering mechanism scenario; not operator capacity
tight,455,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,455,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,456,east,2.5,static engineering mechanism scenario; not operator capacity
tight,456,north,1.5,static engineering mechanism scenario; not operator capacity
tight,456,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,456,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,457,east,2.5,static engineering mechanism scenario; not operator capacity
tight,457,north,1.5,static engineering mechanism scenario; not operator capacity
tight,457,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,457,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,458,east,2.5,static engineering mechanism scenario; not operator capacity
tight,458,north,1.5,static engineering mechanism scenario; not operator capacity
tight,458,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,458,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,459,east,2.5,static engineering mechanism scenario; not operator capacity
tight,459,north,1.5,static engineering mechanism scenario; not operator capacity
tight,459,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,459,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,460,east,2.5,static engineering mechanism scenario; not operator capacity
tight,460,north,1.5,static engineering mechanism scenario; not operator capacity
tight,460,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,460,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,461,east,2.5,static engineering mechanism scenario; not operator capacity
tight,461,north,1.5,static engineering mechanism scenario; not operator capacity
tight,461,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,461,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,462,east,2.5,static engineering mechanism scenario; not operator capacity
tight,462,north,1.5,static engineering mechanism scenario; not operator capacity
tight,462,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,462,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,463,east,2.5,static engineering mechanism scenario; not operator capacity
tight,463,north,1.5,static engineering mechanism scenario; not operator capacity
tight,463,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,463,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,464,east,2.5,static engineering mechanism scenario; not operator capacity
tight,464,north,1.5,static engineering mechanism scenario; not operator capacity
tight,464,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,464,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,465,east,2.5,static engineering mechanism scenario; not operator capacity
tight,465,north,1.5,static engineering mechanism scenario; not operator capacity
tight,465,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,465,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,466,east,2.5,static engineering mechanism scenario; not operator capacity
tight,466,north,1.5,static engineering mechanism scenario; not operator capacity
tight,466,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,466,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,467,east,2.5,static engineering mechanism scenario; not operator capacity
tight,467,north,1.5,static engineering mechanism scenario; not operator capacity
tight,467,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,467,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,468,east,2.5,static engineering mechanism scenario; not operator capacity
tight,468,north,1.5,static engineering mechanism scenario; not operator capacity
tight,468,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,468,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,469,east,2.5,static engineering mechanism scenario; not operator capacity
tight,469,north,1.5,static engineering mechanism scenario; not operator capacity
tight,469,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,469,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,470,east,2.5,static engineering mechanism scenario; not operator capacity
tight,470,north,1.5,static engineering mechanism scenario; not operator capacity
tight,470,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,470,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,471,east,2.5,static engineering mechanism scenario; not operator capacity
tight,471,north,1.5,static engineering mechanism scenario; not operator capacity
tight,471,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,471,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,472,east,2.5,static engineering mechanism scenario; not operator capacity
tight,472,north,1.5,static engineering mechanism scenario; not operator capacity
tight,472,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,472,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,473,east,2.5,static engineering mechanism scenario; not operator capacity
tight,473,north,1.5,static engineering mechanism scenario; not operator capacity
tight,473,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,473,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,474,east,2.5,static engineering mechanism scenario; not operator capacity
tight,474,north,1.5,static engineering mechanism scenario; not operator capacity
tight,474,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,474,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,475,east,2.5,static engineering mechanism scenario; not operator capacity
tight,475,north,1.5,static engineering mechanism scenario; not operator capacity
tight,475,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,475,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,476,east,2.5,static engineering mechanism scenario; not operator capacity
tight,476,north,1.5,static engineering mechanism scenario; not operator capacity
tight,476,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,476,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,477,east,2.5,static engineering mechanism scenario; not operator capacity
tight,477,north,1.5,static engineering mechanism scenario; not operator capacity
tight,477,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,477,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,478,east,2.5,static engineering mechanism scenario; not operator capacity
tight,478,north,1.5,static engineering mechanism scenario; not operator capacity
tight,478,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,478,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,479,east,2.5,static engineering mechanism scenario; not operator capacity
tight,479,north,1.5,static engineering mechanism scenario; not operator capacity
tight,479,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,479,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,480,east,2.5,static engineering mechanism scenario; not operator capacity
tight,480,north,1.5,static engineering mechanism scenario; not operator capacity
tight,480,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,480,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,481,east,2.5,static engineering mechanism scenario; not operator capacity
tight,481,north,1.5,static engineering mechanism scenario; not operator capacity
tight,481,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,481,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,482,east,2.5,static engineering mechanism scenario; not operator capacity
tight,482,north,1.5,static engineering mechanism scenario; not operator capacity
tight,482,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,482,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,483,east,2.5,static engineering mechanism scenario; not operator capacity
tight,483,north,1.5,static engineering mechanism scenario; not operator capacity
tight,483,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,483,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,484,east,2.5,static engineering mechanism scenario; not operator capacity
tight,484,north,1.5,static engineering mechanism scenario; not operator capacity
tight,484,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,484,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,485,east,2.5,static engineering mechanism scenario; not operator capacity
tight,485,north,1.5,static engineering mechanism scenario; not operator capacity
tight,485,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,485,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,486,east,2.5,static engineering mechanism scenario; not operator capacity
tight,486,north,1.5,static engineering mechanism scenario; not operator capacity
tight,486,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,486,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,487,east,2.5,static engineering mechanism scenario; not operator capacity
tight,487,north,1.5,static engineering mechanism scenario; not operator capacity
tight,487,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,487,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,488,east,2.5,static engineering mechanism scenario; not operator capacity
tight,488,north,1.5,static engineering mechanism scenario; not operator capacity
tight,488,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,488,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,489,east,2.5,static engineering mechanism scenario; not operator capacity
tight,489,north,1.5,static engineering mechanism scenario; not operator capacity
tight,489,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,489,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,490,east,2.5,static engineering mechanism scenario; not operator capacity
tight,490,north,1.5,static engineering mechanism scenario; not operator capacity
tight,490,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,490,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,491,east,2.5,static engineering mechanism scenario; not operator capacity
tight,491,north,1.5,static engineering mechanism scenario; not operator capacity
tight,491,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,491,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,492,east,2.5,static engineering mechanism scenario; not operator capacity
tight,492,north,1.5,static engineering mechanism scenario; not operator capacity
tight,492,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,492,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,493,east,2.5,static engineering mechanism scenario; not operator capacity
tight,493,north,1.5,static engineering mechanism scenario; not operator capacity
tight,493,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,493,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,494,east,2.5,static engineering mechanism scenario; not operator capacity
tight,494,north,1.5,static engineering mechanism scenario; not operator capacity
tight,494,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,494,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,495,east,2.5,static engineering mechanism scenario; not operator capacity
tight,495,north,1.5,static engineering mechanism scenario; not operator capacity
tight,495,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,495,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,496,east,2.5,static engineering mechanism scenario; not operator capacity
tight,496,north,1.5,static engineering mechanism scenario; not operator capacity
tight,496,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,496,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,497,east,2.5,static engineering mechanism scenario; not operator capacity
tight,497,north,1.5,static engineering mechanism scenario; not operator capacity
tight,497,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,497,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,498,east,2.5,static engineering mechanism scenario; not operator capacity
tight,498,north,1.5,static engineering mechanism scenario; not operator capacity
tight,498,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,498,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,499,east,2.5,static engineering mechanism scenario; not operator capacity
tight,499,north,1.5,static engineering mechanism scenario; not operator capacity
tight,499,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,499,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,500,east,2.5,static engineering mechanism scenario; not operator capacity
tight,500,north,1.5,static engineering mechanism scenario; not operator capacity
tight,500,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,500,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,501,east,2.5,static engineering mechanism scenario; not operator capacity
tight,501,north,1.5,static engineering mechanism scenario; not operator capacity
tight,501,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,501,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,502,east,2.5,static engineering mechanism scenario; not operator capacity
tight,502,north,1.5,static engineering mechanism scenario; not operator capacity
tight,502,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,502,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,503,east,2.5,static engineering mechanism scenario; not operator capacity
tight,503,north,1.5,static engineering mechanism scenario; not operator capacity
tight,503,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,503,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,504,east,2.5,static engineering mechanism scenario; not operator capacity
tight,504,north,1.5,static engineering mechanism scenario; not operator capacity
tight,504,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,504,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,505,east,2.5,static engineering mechanism scenario; not operator capacity
tight,505,north,1.5,static engineering mechanism scenario; not operator capacity
tight,505,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,505,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,506,east,2.5,static engineering mechanism scenario; not operator capacity
tight,506,north,1.5,static engineering mechanism scenario; not operator capacity
tight,506,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,506,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,507,east,2.5,static engineering mechanism scenario; not operator capacity
tight,507,north,1.5,static engineering mechanism scenario; not operator capacity
tight,507,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,507,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,508,east,2.5,static engineering mechanism scenario; not operator capacity
tight,508,north,1.5,static engineering mechanism scenario; not operator capacity
tight,508,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,508,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,509,east,2.5,static engineering mechanism scenario; not operator capacity
tight,509,north,1.5,static engineering mechanism scenario; not operator capacity
tight,509,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,509,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,510,east,2.5,static engineering mechanism scenario; not operator capacity
tight,510,north,1.5,static engineering mechanism scenario; not operator capacity
tight,510,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,510,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,511,east,2.5,static engineering mechanism scenario; not operator capacity
tight,511,north,1.5,static engineering mechanism scenario; not operator capacity
tight,511,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,511,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,512,east,2.5,static engineering mechanism scenario; not operator capacity
tight,512,north,1.5,static engineering mechanism scenario; not operator capacity
tight,512,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,512,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,513,east,2.5,static engineering mechanism scenario; not operator capacity
tight,513,north,1.5,static engineering mechanism scenario; not operator capacity
tight,513,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,513,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,514,east,2.5,static engineering mechanism scenario; not operator capacity
tight,514,north,1.5,static engineering mechanism scenario; not operator capacity
tight,514,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,514,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,515,east,2.5,static engineering mechanism scenario; not operator capacity
tight,515,north,1.5,static engineering mechanism scenario; not operator capacity
tight,515,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,515,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,516,east,2.5,static engineering mechanism scenario; not operator capacity
tight,516,north,1.5,static engineering mechanism scenario; not operator capacity
tight,516,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,516,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,517,east,2.5,static engineering mechanism scenario; not operator capacity
tight,517,north,1.5,static engineering mechanism scenario; not operator capacity
tight,517,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,517,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,518,east,2.5,static engineering mechanism scenario; not operator capacity
tight,518,north,1.5,static engineering mechanism scenario; not operator capacity
tight,518,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,518,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,519,east,2.5,static engineering mechanism scenario; not operator capacity
tight,519,north,1.5,static engineering mechanism scenario; not operator capacity
tight,519,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,519,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,520,east,2.5,static engineering mechanism scenario; not operator capacity
tight,520,north,1.5,static engineering mechanism scenario; not operator capacity
tight,520,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,520,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,521,east,2.5,static engineering mechanism scenario; not operator capacity
tight,521,north,1.5,static engineering mechanism scenario; not operator capacity
tight,521,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,521,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,522,east,2.5,static engineering mechanism scenario; not operator capacity
tight,522,north,1.5,static engineering mechanism scenario; not operator capacity
tight,522,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,522,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,523,east,2.5,static engineering mechanism scenario; not operator capacity
tight,523,north,1.5,static engineering mechanism scenario; not operator capacity
tight,523,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,523,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,524,east,2.5,static engineering mechanism scenario; not operator capacity
tight,524,north,1.5,static engineering mechanism scenario; not operator capacity
tight,524,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,524,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,525,east,2.5,static engineering mechanism scenario; not operator capacity
tight,525,north,1.5,static engineering mechanism scenario; not operator capacity
tight,525,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,525,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,526,east,2.5,static engineering mechanism scenario; not operator capacity
tight,526,north,1.5,static engineering mechanism scenario; not operator capacity
tight,526,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,526,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,527,east,2.5,static engineering mechanism scenario; not operator capacity
tight,527,north,1.5,static engineering mechanism scenario; not operator capacity
tight,527,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,527,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,528,east,2.5,static engineering mechanism scenario; not operator capacity
tight,528,north,1.5,static engineering mechanism scenario; not operator capacity
tight,528,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,528,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,529,east,2.5,static engineering mechanism scenario; not operator capacity
tight,529,north,1.5,static engineering mechanism scenario; not operator capacity
tight,529,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,529,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,530,east,2.5,static engineering mechanism scenario; not operator capacity
tight,530,north,1.5,static engineering mechanism scenario; not operator capacity
tight,530,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,530,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,531,east,2.5,static engineering mechanism scenario; not operator capacity
tight,531,north,1.5,static engineering mechanism scenario; not operator capacity
tight,531,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,531,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,532,east,2.5,static engineering mechanism scenario; not operator capacity
tight,532,north,1.5,static engineering mechanism scenario; not operator capacity
tight,532,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,532,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,533,east,2.5,static engineering mechanism scenario; not operator capacity
tight,533,north,1.5,static engineering mechanism scenario; not operator capacity
tight,533,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,533,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,534,east,2.5,static engineering mechanism scenario; not operator capacity
tight,534,north,1.5,static engineering mechanism scenario; not operator capacity
tight,534,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,534,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,535,east,2.5,static engineering mechanism scenario; not operator capacity
tight,535,north,1.5,static engineering mechanism scenario; not operator capacity
tight,535,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,535,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,536,east,2.5,static engineering mechanism scenario; not operator capacity
tight,536,north,1.5,static engineering mechanism scenario; not operator capacity
tight,536,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,536,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,537,east,2.5,static engineering mechanism scenario; not operator capacity
tight,537,north,1.5,static engineering mechanism scenario; not operator capacity
tight,537,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,537,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,538,east,2.5,static engineering mechanism scenario; not operator capacity
tight,538,north,1.5,static engineering mechanism scenario; not operator capacity
tight,538,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,538,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,539,east,2.5,static engineering mechanism scenario; not operator capacity
tight,539,north,1.5,static engineering mechanism scenario; not operator capacity
tight,539,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,539,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,540,east,2.5,static engineering mechanism scenario; not operator capacity
tight,540,north,1.5,static engineering mechanism scenario; not operator capacity
tight,540,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,540,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,541,east,2.5,static engineering mechanism scenario; not operator capacity
tight,541,north,1.5,static engineering mechanism scenario; not operator capacity
tight,541,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,541,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,542,east,2.5,static engineering mechanism scenario; not operator capacity
tight,542,north,1.5,static engineering mechanism scenario; not operator capacity
tight,542,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,542,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,543,east,2.5,static engineering mechanism scenario; not operator capacity
tight,543,north,1.5,static engineering mechanism scenario; not operator capacity
tight,543,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,543,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,544,east,2.5,static engineering mechanism scenario; not operator capacity
tight,544,north,1.5,static engineering mechanism scenario; not operator capacity
tight,544,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,544,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,545,east,2.5,static engineering mechanism scenario; not operator capacity
tight,545,north,1.5,static engineering mechanism scenario; not operator capacity
tight,545,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,545,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,546,east,2.5,static engineering mechanism scenario; not operator capacity
tight,546,north,1.5,static engineering mechanism scenario; not operator capacity
tight,546,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,546,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,547,east,2.5,static engineering mechanism scenario; not operator capacity
tight,547,north,1.5,static engineering mechanism scenario; not operator capacity
tight,547,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,547,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,548,east,2.5,static engineering mechanism scenario; not operator capacity
tight,548,north,1.5,static engineering mechanism scenario; not operator capacity
tight,548,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,548,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,549,east,2.5,static engineering mechanism scenario; not operator capacity
tight,549,north,1.5,static engineering mechanism scenario; not operator capacity
tight,549,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,549,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,550,east,2.5,static engineering mechanism scenario; not operator capacity
tight,550,north,1.5,static engineering mechanism scenario; not operator capacity
tight,550,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,550,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,551,east,2.5,static engineering mechanism scenario; not operator capacity
tight,551,north,1.5,static engineering mechanism scenario; not operator capacity
tight,551,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,551,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,552,east,2.5,static engineering mechanism scenario; not operator capacity
tight,552,north,1.5,static engineering mechanism scenario; not operator capacity
tight,552,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,552,southwest,1.5,static engineering mechanism scenario; not operator capacity
tight,553,east,2.5,static engineering mechanism scenario; not operator capacity
tight,553,north,1.5,static engineering mechanism scenario; not operator capacity
tight,553,northwest,1.5,static engineering mechanism scenario; not operator capacity
tight,553,southwest,1.5,static engineering mechanism scenario; not operator capacity
ample,0,east,5.0,static engineering mechanism scenario; not operator capacity
ample,0,north,3.0,static engineering mechanism scenario; not operator capacity
ample,0,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,0,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,1,east,5.0,static engineering mechanism scenario; not operator capacity
ample,1,north,3.0,static engineering mechanism scenario; not operator capacity
ample,1,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,1,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,2,east,5.0,static engineering mechanism scenario; not operator capacity
ample,2,north,3.0,static engineering mechanism scenario; not operator capacity
ample,2,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,2,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,3,east,5.0,static engineering mechanism scenario; not operator capacity
ample,3,north,3.0,static engineering mechanism scenario; not operator capacity
ample,3,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,3,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,4,east,5.0,static engineering mechanism scenario; not operator capacity
ample,4,north,3.0,static engineering mechanism scenario; not operator capacity
ample,4,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,4,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,5,east,5.0,static engineering mechanism scenario; not operator capacity
ample,5,north,3.0,static engineering mechanism scenario; not operator capacity
ample,5,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,5,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,6,east,5.0,static engineering mechanism scenario; not operator capacity
