carbon_mapping_scenario,year,source_time_index,timestamp_synthetic,region,carbon_intensity_kgco2e_per_kwh,selected_province,candidate_provinces,aggregation_rule,source_status,hour_index,trace_timestamp_anonymized,alignment_status
conservative_site_selection,2025,1,2025-01-01 00:00:00,east,0.7448,Anhui,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,0,2024-11-15 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,113,2025-01-05 16:00:00,north,0.4202,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,112,2024-11-20 08:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,113,2025-01-05 16:00:00,northwest,0.431,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,112,2024-11-20 08:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,113,2025-01-05 16:00:00,southwest,0.2313666666666667,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,112,2024-11-20 08:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,114,2025-01-05 17:00:00,east,0.4966,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,113,2024-11-20 09:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,114,2025-01-05 17:00:00,north,0.4365,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,113,2024-11-20 09:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,114,2025-01-05 17:00:00,northwest,0.4112,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,113,2024-11-20 09:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,114,2025-01-05 17:00:00,southwest,0.1884333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,113,2024-11-20 09:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,115,2025-01-05 18:00:00,east,0.505,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,114,2024-11-20 10:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,115,2025-01-05 18:00:00,north,0.4145,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,114,2024-11-20 10:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,115,2025-01-05 18:00:00,northwest,0.42105,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,114,2024-11-20 10:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,115,2025-01-05 18:00:00,southwest,0.1778999999999999,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,114,2024-11-20 10:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,116,2025-01-05 19:00:00,east,0.50715,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,115,2024-11-20 11:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,116,2025-01-05 19:00:00,north,0.3683,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,115,2024-11-20 11:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,116,2025-01-05 19:00:00,northwest,0.42815,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,115,2024-11-20 11:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,116,2025-01-05 19:00:00,southwest,0.1795333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,115,2024-11-20 11:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,117,2025-01-05 20:00:00,east,0.5080625,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,116,2024-11-20 12:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,117,2025-01-05 20:00:00,north,0.3815,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,116,2024-11-20 12:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,117,2025-01-05 20:00:00,northwest,0.4196,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,116,2024-11-20 12:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,117,2025-01-05 20:00:00,southwest,0.1846333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,116,2024-11-20 12:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,118,2025-01-05 21:00:00,east,0.5093375,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,117,2024-11-20 13:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,118,2025-01-05 21:00:00,north,0.3906,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,117,2024-11-20 13:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,118,2025-01-05 21:00:00,northwest,0.4205,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,117,2024-11-20 13:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,118,2025-01-05 21:00:00,southwest,0.1891,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,117,2024-11-20 13:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,119,2025-01-05 22:00:00,east,0.51965,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,118,2024-11-20 14:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,119,2025-01-05 22:00:00,north,0.4068,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,118,2024-11-20 14:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,119,2025-01-05 22:00:00,northwest,0.42585,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,118,2024-11-20 14:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,119,2025-01-05 22:00:00,southwest,0.2150666666666666,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,118,2024-11-20 14:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,120,2025-01-05 23:00:00,east,0.5319375,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,119,2024-11-20 15:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,120,2025-01-05 23:00:00,north,0.4212,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,119,2024-11-20 15:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,120,2025-01-05 23:00:00,northwest,0.4319999999999999,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,119,2024-11-20 15:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,120,2025-01-05 23:00:00,southwest,0.2335333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,119,2024-11-20 15:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,121,2025-01-06 00:00:00,east,0.5559625,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,120,2024-11-20 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,121,2025-01-06 00:00:00,north,0.4528,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,120,2024-11-20 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,121,2025-01-06 00:00:00,northwest,0.4848,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,120,2024-11-20 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,121,2025-01-06 00:00:00,southwest,0.3967666666666667,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,120,2024-11-20 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,122,2025-01-06 01:00:00,east,0.5521625,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,121,2024-11-20 17:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,122,2025-01-06 01:00:00,north,0.412,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,121,2024-11-20 17:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,122,2025-01-06 01:00:00,northwest,0.49345,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,121,2024-11-20 17:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,122,2025-01-06 01:00:00,southwest,0.4103333333333332,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,121,2024-11-20 17:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,123,2025-01-06 02:00:00,east,0.5492499999999999,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,122,2024-11-20 18:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,123,2025-01-06 02:00:00,north,0.3905,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,122,2024-11-20 18:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,123,2025-01-06 02:00:00,northwest,0.49795,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,122,2024-11-20 18:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,123,2025-01-06 02:00:00,southwest,0.4152333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,122,2024-11-20 18:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,124,2025-01-06 03:00:00,east,0.549175,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,123,2024-11-20 19:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,124,2025-01-06 03:00:00,north,0.4049,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,123,2024-11-20 19:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,124,2025-01-06 03:00:00,northwest,0.4962499999999999,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,123,2024-11-20 19:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,124,2025-01-06 03:00:00,southwest,0.4218999999999999,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,123,2024-11-20 19:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,125,2025-01-06 04:00:00,east,0.55375,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,124,2024-11-20 20:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,125,2025-01-06 04:00:00,north,0.4424,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,124,2024-11-20 20:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,125,2025-01-06 04:00:00,northwest,0.4983499999999999,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,124,2024-11-20 20:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,125,2025-01-06 04:00:00,southwest,0.4242999999999999,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,124,2024-11-20 20:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,126,2025-01-06 05:00:00,east,0.5557,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,125,2024-11-20 21:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,126,2025-01-06 05:00:00,north,0.4713,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,125,2024-11-20 21:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,126,2025-01-06 05:00:00,northwest,0.48865,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,125,2024-11-20 21:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,126,2025-01-06 05:00:00,southwest,0.4224333333333334,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,125,2024-11-20 21:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,127,2025-01-06 06:00:00,east,0.5525,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,126,2024-11-20 22:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,127,2025-01-06 06:00:00,north,0.4797,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,126,2024-11-20 22:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,127,2025-01-06 06:00:00,northwest,0.4806,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,126,2024-11-20 22:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,127,2025-01-06 06:00:00,southwest,0.3812,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,126,2024-11-20 22:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,128,2025-01-06 07:00:00,east,0.549525,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,127,2024-11-20 23:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,128,2025-01-06 07:00:00,north,0.4826,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,127,2024-11-20 23:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,128,2025-01-06 07:00:00,northwest,0.4856999999999999,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,127,2024-11-20 23:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,128,2025-01-06 07:00:00,southwest,0.2912999999999999,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,127,2024-11-20 23:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,129,2025-01-06 08:00:00,east,0.5428499999999999,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,128,2024-11-21 00:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,129,2025-01-06 08:00:00,north,0.4723,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,128,2024-11-21 00:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,129,2025-01-06 08:00:00,northwest,0.48945,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,128,2024-11-21 00:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,129,2025-01-06 08:00:00,southwest,0.2876666666666667,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,128,2024-11-21 00:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,130,2025-01-06 09:00:00,east,0.495525,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,129,2024-11-21 01:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,130,2025-01-06 09:00:00,north,0.4508,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,129,2024-11-21 01:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,130,2025-01-06 09:00:00,northwest,0.5121,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,129,2024-11-21 01:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,130,2025-01-06 09:00:00,southwest,0.3091,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,129,2024-11-21 01:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,131,2025-01-06 10:00:00,east,0.4287999999999999,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,130,2024-11-21 02:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,131,2025-01-06 10:00:00,north,0.3955,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,130,2024-11-21 02:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,131,2025-01-06 10:00:00,northwest,0.56135,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,130,2024-11-21 02:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,131,2025-01-06 10:00:00,southwest,0.304,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,130,2024-11-21 02:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,132,2025-01-06 11:00:00,east,0.3668875,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,131,2024-11-21 03:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,132,2025-01-06 11:00:00,north,0.3251,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,131,2024-11-21 03:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,132,2025-01-06 11:00:00,northwest,0.58645,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,131,2024-11-21 03:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,132,2025-01-06 11:00:00,southwest,0.3028,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,131,2024-11-21 03:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,133,2025-01-06 12:00:00,east,0.3302375,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,132,2024-11-21 04:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,133,2025-01-06 12:00:00,north,0.303,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,132,2024-11-21 04:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,133,2025-01-06 12:00:00,northwest,0.57805,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,132,2024-11-21 04:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,133,2025-01-06 12:00:00,southwest,0.2990666666666666,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,132,2024-11-21 04:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,134,2025-01-06 13:00:00,east,0.319875,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,133,2024-11-21 05:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,134,2025-01-06 13:00:00,north,0.2826,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,133,2024-11-21 05:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,134,2025-01-06 13:00:00,northwest,0.4665,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,133,2024-11-21 05:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,134,2025-01-06 13:00:00,southwest,0.2998333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,133,2024-11-21 05:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,135,2025-01-06 14:00:00,east,0.324325,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,134,2024-11-21 06:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,135,2025-01-06 14:00:00,north,0.306,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,134,2024-11-21 06:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,135,2025-01-06 14:00:00,northwest,0.4678,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,134,2024-11-21 06:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,135,2025-01-06 14:00:00,southwest,0.3000666666666666,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,134,2024-11-21 06:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,136,2025-01-06 15:00:00,east,0.3703375,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,135,2024-11-21 07:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
equal_site_portfolio,2025,136,2025-01-06 15:00:00,north,0.3363,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,135,2024-11-21 07:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
